customer_id,name,email,phone,city,signup_date,segment
595,Adrian Moody,edwardshah@example.org,906-872-4530,Jeremyfort,2023-07-22,VIP
596,Kathryn Graham,tonywade@example.com,915-579-4238,West Crystalmouth,2024-06-15,Regular
597,Melinda Patterson,georgealyssa@example.com,001-752-559-7107x5633,Cynthiafort,2026-03-07,Regular
598,Kristen Ray,holly25@example.net,001-239-793-3797,South Karenmouth,2024-10-13,VIP
599,John Morrison,carl63@example.com,001-425-607-3305x597,Gallowayside,2026-05-05,Regular
600,Robert Lopez,phillipsbruce@example.org,884.336.6044x32400,South Connie,2024-04-15,Premium
601,Linda Blake,gilesstephen@example.org,001-997-742-9250x105,Piercechester,2023-06-30,VIP
602,Jennifer Nguyen,schneidermario@example.net,3804271122,North Karen,2026-04-14,Regular
603,Gina Gutierrez,vasquezamy@example.net,(262)281-3721x43308,South Bobby,2025-03-31,Premium
604,David Hernandez,vincentmorris@example.net,+1-560-584-7068x10390,West Jacquelineshire,2025-01-13,Premium
605,Katrina Calderon,ilewis@example.org,+1-594-748-5862x3945,Wilsonport,2026-02-19,VIP
606,Jeremy Faulkner,hharris@example.org,(613)539-4394x5703,Alexanderburgh,2024-10-14,Premium
607,Christine Arroyo,dcortez@example.com,+1-227-278-9431x910,Sarahport,2025-12-29,Regular
608,Nicholas Ali,brownjason@example.org,(351)246-0401x42473,Thompsonville,2026-01-28,Premium
609,  DAVID KANE  ,joseph97@example.org,001-223-216-6007x6762,Jenniferfort,2025-04-17,Regular
610,Derek Lambert,jimmywest@example.org,+1-909-968-7304x5195,Donnastad,2024-11-25,Regular
611,Kimberly Flores,richard96@example.com,454.727.8656x194,Hayesside,2026-03-25,VIP
612,Carly Williams,carolfernandez@example.net,(292)336-1618,Sarahburgh,2025-01-04,Regular
613,Melinda French,uwilson@example.com,+1-568-963-9561,Lake Aaron,2023-07-18,Premium
614,  KATHY RODRIGUEZ  ,ruthneal@example.com,264.638.1300,Port Kimberly,2023-06-04,Premium
615,David Tapia,qduffy@example.com,9942565346,South Luistown,2025-05-16,Regular
616,John Salinas,,+1-970-860-7174x81131,New Tracey,2025-08-13,Regular
617,Eric Waters,arobinson@example.org,9296087182,Solisside,2025-06-08,Premium
618,Amber Richards,cthompson@example.com,(504)995-6121,South Kimberlyburgh,2024-09-12,Premium
619,Amanda White,michelle97@example.org,001-771-812-2299x077,Cynthiaville,2023-01-27,VIP
620,Andrew Graham,fjones@example.com,+1-957-768-3210x21923,Jonesburgh,2024-12-12,VIP
621,Audrey Williams,dylananderson@example.net,(405)708-0184x9804,Solisborough,2026-03-20,Premium
622,Karen Lewis,paulschultz@example.net,422-582-1781,Francostad,2025-03-10,Premium
623,Samantha Russell,uwilliams@example.com,8354679327,Tylerland,2023-11-04,Regular
624,Andre Jones,bushkimberly@example.net,7546647548,Dixonfurt,2025-12-27,VIP
625,Sara Lawrence,taylordavis@example.com,588-591-4444x98355,Jamesmouth,2024-03-20,Premium
626,Jennifer Baker,msantiago@example.net,(443)358-8537,Danielleborough,2025-07-13,VIP
627,Madeline Rogers,zbrooks@example.com,001-849-878-5249x141,Port Sarah,2023-01-05,VIP
628,Jordan Ewing,william63@example.com,3674917665,Kathleenton,2023-08-20,Regular
629,Benjamin Rodriguez,david16@example.org,8905015944,Sarahstad,2023-10-22,Regular
630,Brittany Spencer,kathryn26@example.org,+1-390-321-9947,Walkermouth,2023-11-11,VIP
631,Stephanie Lowery,daniel34@example.com,001-996-973-3116,Jeffersonfurt,2023-07-11,Premium
632,Phillip Harris,hkim@example.com,407-889-6793x52196,Michaelview,2023-09-22,Regular
633,Earl Hall,ryu@example.net,217.906.9556,Blankenshipland,2024-07-10,VIP
634,Gregory Adams,timothy23@example.net,+1-289-683-0650x3121,Shawnport,2023-04-12,Premium
635,Jeffrey Pitts,jeremycollins@example.net,931-890-9248,North Lindsey,2026-02-15,VIP
636,Micheal Jones,adamskrista@example.net,278-752-2823,Williamtown,2025-12-27,Regular
637,Stephanie Long,brandonmoore@example.org,395.594.7372,North Tonyaberg,2023-07-26,Premium
638,  JOE LINDSEY  ,upierce@example.com,278.559.9648x62872,Meaganville,2023-04-04,VIP
639,Jennifer Bennett,andrew73@example.org,462.279.2463,Kingfurt,2026-02-23,VIP
640,John Khan,danderson@example.org,(314)650-5766,Williamsfort,2024-03-28,VIP
641,Gary Collins,alexgarcia@example.net,001-784-900-8385x076,Justinton,2024-03-18,Regular
642,Laurie Stephenson,ghamilton@example.org,+1-889-681-2657x42231,North Kevinberg,2024-05-18,Premium
643,  KEITH BUTLER  ,ronaldcarroll@example.org,4129047137,Cainmouth,2023-05-26,VIP
644,Veronica Jefferson,BARBARA85@EXAMPLE.NET,+1-758-629-8493x30674,Williamsshire,2024-09-28,VIP
645,Scott Rodriguez,angelarichard@example.org,872.718.8566,East Cindy,2024-01-17,Premium
646,Mary Hampton,grahamlisa@example.org,(870)555-1437x76936,West Erik,2024-01-01,Premium
647,James Miller,millerjoan@example.org,+1-267-412-0072,Erikastad,2024-01-07,VIP
648,Anita Martin,mark09@example.org,6903326714,Dillonmouth,2025-11-27,Regular
649,Debbie Schneider,crawfordjeffrey@example.com,6658277584,Port Tracey,2024-06-17,Regular
650,Gabriel Allen,jacquelinejohnson@example.org,001-712-717-2214,Grahamville,2025-01-09,Regular
651,Mary Powers,sharon37@example.net,6528635100,Fordfurt,2023-08-27,Premium
652,Shari Cole,julie65@example.net,001-520-924-6175x202,Lake Henry,2026-05-06,Regular
653,Adam Ward,lauren55@example.org,878-533-2584,South Tamarashire,2024-07-08,VIP
654,Kimberly Campos,mitchellandrew@example.net,+1-617-267-9935x9374,Ralphtown,2025-11-08,Premium
655,Amanda Crane,aallen@example.com,2149886084,New Donna,2026-06-15,Premium
656,Brian Young,,+1-330-461-5370,Garyport,2026-04-03,Regular
657,Jennifer Bullock,jessicaward@example.com,988-711-2103x1421,Dixonfort,2023-06-04,Regular
658,Diana Miller,gomezpaul@example.org,+1-440-591-1225,Anthonyfurt,2024-09-02,Regular
659,Jessica Aguirre,mlewis@example.net,+1-279-913-7876x5530,Andrestad,2023-08-28,Regular
660,Jennifer Monroe,michelle12@example.org,+1-288-719-2778x851,Carterville,2023-11-10,Premium
661,Eric Maynard,heathercabrera@example.org,256-618-5174x460,Port Derrickhaven,2024-02-23,VIP
662,Sarah Cox,villegaskatrina@example.com,629-339-1304,Rebeccaport,2025-11-01,VIP
663,Jamie Galvan,samantha61@example.net,340-621-1901x70756,North Matthew,2023-07-22,VIP
664,Thomas Haynes,mccoyandre@example.org,001-522-283-6084x9378,Leehaven,2024-07-02,Regular
665,Chad Beltran,sbartlett@example.com,891.564.9701,New Jack,2025-08-10,VIP
666,Barbara Lambert,jenniferhall@example.org,001-801-362-3419x0310,Thomasville,2024-03-11,Premium
667,Erika Jenkins,,(453)237-7460x4067,Lake Stephenport,2025-09-24,Regular
668,Brian Mitchell,joshua60@example.com,001-481-997-5437x34764,North Kimberly,2023-10-09,VIP
669,Janice Downs,danielgriffith@example.net,614-584-6019x134,Lake Tyler,2025-08-24,Regular
670,Brittany Smith,abradley@example.com,821.746.4493,Weberbury,2023-05-03,VIP
671,Scott Kelly,amandasnyder@example.com,+1-501-919-2360,North Erinside,2024-06-10,VIP
672,Chad Rojas,nathanjohnson@example.org,001-561-349-7315,Kylieside,2023-04-30,VIP
673,Teresa Allen,ibarker@example.org,+1-807-736-5118x93940,Hawkinsburgh,2026-04-07,Regular
674,Brent Burton,contrerasjames@example.org,202.933.3247,North David,2023-10-15,Premium
675,Christina Burton,mary62@example.net,427-860-2508,East Charles,2023-05-19,Premium
676,Jeffrey Lyons,josephmeyer@example.net,+1-989-695-7298x93762,Lake Lauren,2024-02-07,Premium
677,Christina Phillips,lho@example.org,,North William,2025-10-16,Premium
678,Stacey Allen,morganamanda@example.com,458-922-0673x231,Lake Kathleenmouth,2023-04-02,Premium
679,Donald Boone,johnsonalexander@example.org,001-700-215-2911x37178,Lake Edwardstad,2025-10-01,Regular
680,Michael Norton,karen42@example.org,+1-329-498-7478,Walterton,2023-08-13,Premium
681,John Hunter,mjohnson@example.org,6434655158,East Robertview,2024-06-01,Premium
682,Wanda Wood,diazlorraine@example.net,(908)707-0633x6998,Port Claudiahaven,2025-09-30,VIP
683,Austin Adams,hebertmichelle@example.com,,South Josephberg,2024-11-05,VIP
684,Brenda Ross,jessica89@example.net,+1-646-642-0362x58631,Port Peterfurt,2023-04-15,Regular
685,Tracy Brooks,michelle02@example.com,955.882.4301,Michellehaven,2024-01-28,Premium
686,Robin Wagner,,288.782.4527,Port Kellyborough,2023-02-17,VIP
687,Christine Hubbard,james84@example.net,216-532-1119x78718,Lake Erikafort,2023-11-04,Premium
688,  JARED MORRIS  ,benjaminrussell@example.org,001-211-298-7561x7868,Port Anthony,2026-03-09,VIP
689,Laurie Cook,irodriguez@example.net,503.865.7744x91609,Denniston,2024-04-14,VIP
690,  LARRY STOKES  ,daniel43@example.org,(487)350-9263x2239,Matthewchester,2023-11-03,Regular
691,David Johnson,,2503537666,South Kimberly,2023-05-29,VIP
692,Andrew Lee,meyerjames@example.com,(691)706-2715x3123,Hicksburgh,2024-03-29,Regular
693,Brian Sims,jcoleman@example.net,(693)284-4013,Deleonmouth,2025-10-09,VIP
694,John Estrada,ricklewis@example.net,(391)601-5709x085,North Jennifer,2023-12-31,Premium
695,David Aguirre,tavila@example.net,+1-669-496-4899x718,Bethshire,2024-11-13,VIP
696,Gary Garcia,bartonpaige@example.net,+1-232-831-2342x669,New Thomasfurt,2025-03-04,Premium
697,Joyce Butler,maygordon@example.org,283-689-3595x3828,Susanville,2025-11-22,Premium
698,Dr. Kylie Hamilton,dunnmelinda@example.org,(895)382-6418x6965,North Anna,2026-03-24,Premium
699,Annette Rivas,katieaguirre@example.com,001-551-643-4682,Connieton,2025-12-20,VIP
700,Sandra Martin,aaroncontreras@example.net,(796)261-0168x31139,South Allisonview,2023-03-03,VIP
701,Mark Jones,brian62@example.net,939.676.2053x44077,Lake Sherriberg,2024-05-13,Premium
702,Pamela Jenkins,caitlyncooper@example.net,677-260-2991,Carlosborough,2024-05-21,Regular
703,Jesse Davis,stephanieedwards@example.net,(235)561-7817,Lake Craig,2025-12-20,VIP
704,April Rodriguez,gyoung@example.net,627-678-9561x33718,Lake Susanshire,2023-12-04,VIP
705,Charles Foster,dudleycody@example.com,903-473-4167x8127,North Maryland,2026-03-13,VIP
706,Stephanie Chapman,curtislee@example.net,(429)785-7973x63831,Jeremymouth,2024-06-05,VIP
707,Allison Floyd,hpowell@example.com,406.373.6820x5068,East Jeffrey,2025-04-20,Regular
708,Michael Miller,qshelton@example.com,3584714692,West Ashley,2023-04-03,Premium
709,Nicole Friedman,joe99@example.net,680-622-0509x3869,Nicolemouth,2025-04-07,Regular
710,Lisa Spencer,hollandjustin@example.com,+1-888-970-7152x3867,North Sarah,2023-09-08,Regular
711,James Miller,ballelizabeth@example.com,498.776.8299x6872,South Virginia,2024-10-20,Regular
712,Mason Flores,rossjacob@example.net,750.940.5669,Lake Davidview,2024-12-27,VIP
713,Casey Francis,joseph28@example.com,696.832.5942x328,Port Shelia,2025-11-25,Regular
714,Stephanie Armstrong,petersonfrank@example.org,+1-552-585-7256x29269,Curtishaven,2024-03-14,VIP
715,Michael Wood,lynntracy@example.com,(385)309-5744x3034,South Carolburgh,2026-03-27,VIP
716,Joseph Bush,josephjohnson@example.com,764.515.4715,West Christine,2023-05-17,VIP
717,Jason Luna,,7094421410,Lake Brittanyfort,2024-08-05,Regular
718,  LISA CONLEY  ,XSMITH@EXAMPLE.ORG,888.885.6225,Michelleshire,2023-03-16,Premium
719,Rebecca Cole,kramirez@example.org,458.454.8596x5594,North Lisachester,2024-01-24,VIP
720,Mrs. Tara Smith,williamslaurie@example.com,+1-739-731-3215x5130,Lake Cynthia,2024-09-05,Premium
721,Catherine Garcia,justin88@example.net,(469)297-2736x7746,West Keith,2023-06-15,Premium
722,Andrea Robinson,jasminemorton@example.org,001-823-212-3920x4910,South Jose,2026-02-03,VIP
723,Mitchell Ford,PATELKATIE@EXAMPLE.COM,417.822.5775x45847,West Douglasland,2023-07-17,Regular
724,Patricia Santiago,qreyes@example.net,416.308.2717,East Scott,2024-08-06,Regular
725,Claudia Cunningham,suehowe@example.com,(322)899-9362,Lake Kevinside,2025-10-17,Regular
726,Cynthia Jackson,jacqueline39@example.net,958.544.6177,Robertstown,2023-07-26,VIP
727,Debbie King,ucarr@example.org,(979)397-0292,Johnmouth,2023-07-26,VIP
728,Susan Higgins,tracywoodard@example.com,(498)783-2201,New Jacobton,2024-05-21,Premium
729,Deborah Spencer,gstone@example.net,,Joelfurt,2023-12-21,VIP
730,Robin Wyatt,daniel15@example.org,291.302.9295,Ramirezhaven,2024-01-22,VIP
731,Logan Gonzalez,rayvictoria@example.org,497.419.1260,North Michelle,2023-05-28,Regular
732,Toni Ortiz,brianobrien@example.net,+1-411-716-6122x01907,Randolphborough,2025-04-24,Premium
733,Nicole Lewis,ashley66@example.com,680.427.4812,Andrewside,2023-05-09,Regular
734,Lori Taylor,MICHELLE95@EXAMPLE.ORG,(794)862-0935,Port Judytown,2025-12-07,Regular
735,Cindy Estrada,david97@example.org,001-813-671-2436x58585,East Meghan,2025-08-31,Regular
736,Benjamin Newton,anthonybranch@example.org,(215)992-7387x40299,South Ronaldshire,2025-07-06,Regular
737,Darren Martinez,amanda15@example.com,820-934-0301x095,Richardsonport,2024-12-21,VIP
738,Jacqueline Lawrence,nathan62@example.org,371-324-7601x080,Port Rhondachester,2023-02-19,Regular
739,Ashlee Ross,burnsrodney@example.org,+1-208-315-7129,South Christopherhaven,2026-05-28,VIP
740,Jesse Wright,,4453847436,North Annetteburgh,2025-06-17,Regular
741,Scott Rhodes,bsimmons@example.net,470-931-8053x396,Prestonchester,2026-03-22,Premium
742,Angela Richards,mariahlyons@example.com,7002466614,North Sergiofort,2025-08-21,Premium
743,Becky King,curryjose@example.org,+1-381-794-9053,West Cherylhaven,2025-09-27,Premium
744,Kevin Lucas,znoble@example.net,373.813.7971x66984,East Javierport,2026-03-04,Regular
745,Karina Duncan,jesusthompson@example.com,(623)489-9499x19701,North Jason,2026-02-01,Regular
746,Joe Strong,danieljenkins@example.org,+1-904-418-1359x98989,South Sydneyside,2026-02-19,Premium
747,Laurie Roberts,ochoamelissa@example.net,(944)782-2175x8839,New Geraldtown,2024-07-12,VIP
748,Anthony Wells,lestrada@example.org,(491)849-6112x8794,South Jessica,2024-12-15,Premium
749,Tony Santiago,,3957314196,Lambury,2024-06-29,Premium
750,Duane English,mathewbennett@example.org,001-579-662-4096x49668,Johnsonmouth,2026-04-08,VIP
751,Brittany Wallace,anngarcia@example.org,(259)536-4882,Patelhaven,2023-12-06,VIP
752,Andrew Graham,randall28@example.com,+1-591-760-9114x131,Port Morgan,2025-04-23,Premium
753,  ASHLEY LEWIS  ,vkline@example.org,204.458.8165,Karenfort,2024-04-04,VIP
754,Caleb Davis,debra34@example.com,4966617718,New Ambertown,2025-01-28,VIP
755,Julia Arnold,nelsonscott@example.com,513.859.2664x86989,Collinshaven,2025-06-07,Premium
756,Erik Stafford,murphybrianna@example.com,+1-701-319-2920x75360,South Feliciaton,2023-03-31,VIP
757,Kyle Mullins,uclark@example.org,(221)689-4559x06700,Alyssashire,2025-10-26,VIP
758,Anthony Knapp,rfleming@example.net,,Leroystad,2023-01-19,Premium
759,Jeremy Medina Jr.,,638.890.6235,Port Cynthia,2026-01-22,VIP
760,Gabrielle Roberts,sandersmatthew@example.net,(930)806-2212x242,Bensonfort,2026-05-15,Premium
761,Chad Stewart,pricedale@example.org,211-358-4886x008,Olsonfort,2024-08-28,Premium
762,Bethany Baxter MD,scott04@example.com,(264)526-1212,Lake Kathleen,2024-11-05,VIP
763,Darren Reed,idelacruz@example.org,585.725.4824x218,Lauraview,2026-01-26,Premium
764,Michael Patterson,denise47@example.com,001-323-911-2327x4897,Duranbury,2024-07-13,VIP
765,Maria Gregory,tracyjohnson@example.net,+1-362-817-5080,West Markborough,2026-05-12,Regular
766,Lee Mcguire,markgardner@example.org,993-953-4001x816,Port Ronaldburgh,2024-10-06,Premium
767,David Santiago,jose60@example.net,385.217.9937,Johnville,2025-03-29,Premium
768,Jesus Shaw,,001-769-988-2904,Port Timothy,2025-01-08,Premium
769,Jerry Taylor,zhall@example.org,001-498-564-2423x8397,East Theresaside,2023-11-01,Premium
770,Mr. Robert Acevedo MD,zacharyrobertson@example.org,001-498-232-2101x023,Murrayfurt,2023-01-21,Regular
771,Thomas Romero,hespinoza@example.org,+1-514-635-6140,Lake Sherry,2026-03-30,Premium
772,Nicole Hartman,robert82@example.org,746-695-1003x07620,Kimland,2026-04-18,Regular
773,Steven Williams,qcompton@example.com,(741)310-6541x13407,Kelseyfort,2024-05-23,Premium
774,Luis Richardson,russellkelley@example.com,+1-826-989-9962,New Ryan,2025-09-28,Regular
775,Stephanie Knight,rrice@example.net,+1-979-815-0596x2571,East Andrew,2023-01-30,Regular
776,Jeffrey Miles,shawn89@example.net,(460)341-8095,Matthewmouth,2025-09-27,VIP
777,Autumn Tucker,janice27@example.com,(492)811-8824x1996,East Carrie,2023-12-06,Regular
778,Jose Jones,shepherdnicole@example.com,001-454-221-8545x7056,East Megan,2025-12-14,VIP
779,Ronald Page,hurleybrandon@example.net,(435)764-0723x2472,Adamland,2026-02-06,VIP
780,Mr. Thomas Black,haleylove@example.org,326-216-8507,North Darrenstad,2025-09-30,Premium
781,Lisa Anthony,zavaladiane@example.com,(461)505-3709,Joneschester,2023-02-25,VIP
782,Melanie Smith,sscott@example.net,989-848-5432,Port Meredith,2025-01-26,Regular
783,Kurt Ramirez,amiranda@example.net,598-327-3481,Brandonstad,2023-02-15,Regular
784,Mary Powell,caseystafford@example.org,001-857-248-3526x8064,Leeside,2025-08-09,Premium
785,Mitchell King,sarah83@example.net,925-936-4628x0550,South Michaelmouth,2026-03-28,VIP
786,Jackson Sanders,annedaniel@example.org,+1-508-355-1074x091,South Kimberlyfurt,2026-04-28,VIP
787,William Smith,linda76@example.org,+1-422-406-9535x41201,Kristenshire,2024-07-12,VIP
788,  VICTOR SMITH  ,smalone@example.org,951-753-2594,Bradleyfort,2023-02-10,VIP
789,Jeremy Lee,stevenpierce@example.com,001-695-203-1006x493,North Joshuaberg,2023-09-17,VIP
790,Sherry Patterson,caleb84@example.net,+1-713-459-9285x535,Joneston,2023-02-28,VIP
791,John Shepard,schneiderraymond@example.com,+1-501-986-7740,Lake Pamela,2024-10-01,VIP
792,Cory Charles,bianca53@example.org,5674762550,North Trevorfurt,2025-03-18,VIP
793,Carlos Myers,daniel84@example.org,001-302-392-3345,New Billchester,2023-01-20,Regular
794,Amber Sanchez,,(211)666-7329,Susanmouth,2026-02-17,Premium
795,Shawn Hart,kmorris@example.org,529-596-4260,Port Alan,2024-06-18,Premium
796,Judith Gomez,chrismurray@example.com,5922071152,Gravesburgh,2023-08-19,Premium
797,Robert Swanson,carlosmeadows@example.net,389-370-5916,New Nathan,2024-10-03,Premium
798,Angela Chapman,ashley77@example.org,001-516-388-0053x789,Franklinberg,2024-11-29,Regular
799,Lauren Nolan,martin40@example.net,582-627-2002,East Elaine,2024-11-15,Regular
800,David Ramirez,parcher@example.org,001-428-211-6599x3020,West Sharonberg,2025-03-20,VIP
9,Carlos Walls,esanchez@example.com,311.265.6670,Laurenville,2024-05-28,Premium
511,Susan Barnett,wmccarthy@example.org,(925)226-5469x6815,Port Joe,2023-10-10,Regular
176,James Wilson,maychristine@example.net,001-301-658-1449,Jamestown,2025-09-03,Regular
736,Benjamin Newton,anthonybranch@example.org,(215)992-7387x40299,South Ronaldshire,2025-07-06,Regular
243,Brian Cervantes,pmurphy@example.net,6138290227,Gonzalezmouth,2025-02-24,Regular
765,Maria Gregory,tracyjohnson@example.net,+1-362-817-5080,West Markborough,2026-05-12,Regular
541,Spencer Stevenson,charles95@example.com,460.669.4096x00356,Amandaborough,2025-12-27,Regular
431,Jenna Gill,mary25@example.org,310-860-9209,South Cynthia,2023-02-02,VIP
85,Courtney Hall,gutierrezjennifer@example.org,+1-520-282-6773x45401,South Nicole,2026-03-11,Premium
643,  KEITH BUTLER  ,ronaldcarroll@example.org,4129047137,Cainmouth,2023-05-26,VIP
256,Laura Robertson,zmendoza@example.net,001-218-330-6719x85546,Christophermouth,2024-04-11,Regular
112,  JEFFREY SMITH  ,jamiegoodwin@example.org,001-618-925-5371,Candicefurt,2024-11-04,Premium
290,James Gallagher,rkeller@example.net,001-977-882-8064,Katieport,2025-02-26,Premium
350,Brandy Miller,ostone@example.net,8787956776,Joshuatown,2025-10-23,Premium
704,April Rodriguez,gyoung@example.net,627-678-9561x33718,Lake Susanshire,2023-12-04,VIP
